name,population,needs_permit,x,y,z,id,edsm_id,primary_economy
Lushu,19188896,0,-7.9375,-90.6875,0.40625,12963,16685,Industrial
Luso,2240009,0,-120.375,24.3125,31.15625,12964,17951,Extraction
Lusonda,3214899,0,-34.28125,-67.03125,45.125,12965,17927,Industrial
Lusonne,400932681,0,-43.375,-17.25,116.25,12968,17237,Agriculture
Lusonnunga,6365103,0,160.34375,-103.90625,56.78125,12969,16326,Industrial
Lutnahua,31563196,0,-45.40625,-53.15625,139.1875,12970,6202,Industrial
Luvalla,8276294,0,-110.78125,35.34375,-107.9375,12972,1743,High Tech
Luyten 145-141,293707,0,13.4375,-0.8125,6.65625,12974,19793,Refinery
Luyten 205-128,64709,1,7.59375,-4.9375,16.71875,12975,14544,High Tech
Luyten 347-14,21135,1,2.21875,-7.53125,16.8125,12976,7526,Extraction
Luyten 674-15,1328773,0,16.71875,2.28125,-9.125,12977,5964,Industrial
Luyten's Star,13151211,0,6.5625,2.34375,-10.25,12978,12414,Industrial
Lwalama,6731401681,0,20.625,-85.5625,59.875,12980,8062,Agriculture
Lwen,28290407,0,-50.34375,-28.3125,87.53125,12983,15855,High Tech
Lwena,9287678,0,141.78125,-148.4375,-3.625,12984,11938,High Tech
Lwendecht,3954287,0,94.0625,-255.21875,53.375,12985,12230,Extraction
M Hydrae,62211436,0,37.875,49.5625,76.5625,12998,955,Industrial
MCC 296,29165669,0,-8.3125,115.8125,-12.28125,13480,18078,Industrial
MCC 378,4658193,0,-56.40625,-27.59375,-50.15625,13481,6782,Industrial
MCC 445,2589207888,0,5.5625,-45.1875,-102.5,13482,3648,Agriculture
MCC 460,3665100116,0,-61.53125,33.65625,-95.28125,13483,10769,Agriculture
MCC 467,24144394,0,13.8125,-8.71875,-67.71875,13484,19781,Agriculture
MCC 549,8062774,0,7.96875,82.53125,-72.40625,13487,7588,Industrial
MCC 686,4698716,0,8.75,80.875,13.65625,13492,7494,Refinery
MCC 741,2907860332,0,-47.1875,94.40625,42.03125,13493,14589,Agriculture
MCC 858,8851227,0,-74,4.9375,-29.875,13495,7804,Industrial
MCC 868,2321754,0,-63.78125,-39.71875,-21.15625,13496,16722,Industrial
MCC 872,15376413,0,-121.0625,-63.3125,-49.34375,13497,8975,Industrial
MET 20,11944472486,0,-34.40625,-55.5,-89.75,13618,9837,Agriculture
MS Draconis,243851,0,-72.71875,45.40625,-5.875,13883,6255,Extraction
MT Pegasi,78079,0,-65.75,-46.625,-2.65625,13885,4458,Colony
MV Virginis,2238752,0,34.6875,66.46875,63.71875,13995,10854,Extraction
MZ Ursae Majoris,284830,0,-31.28125,87.65625,-31.71875,14003,5211,Military
Ma'apocas,20983343,0,-71.40625,-53.25,-99.125,13001,18878,Industrial
Maasates,2754146,0,168.09375,-148.25,-33.875,14004,14802,Industrial
Maausk,188473,0,98.40625,-119.875,23.09375,14005,10899,Industrial
Mabe,20795215,0,-5.0625,46.28125,62.1875,13002,6436,High Tech
Mabon,12573636,0,100.34375,-160.8125,-44.5625,13003,3601,Industrial
Mac Cha,9570124,0,-24.25,-161.03125,-30.4375,13005,14345,Industrial
Mac Cimi,2669315300,0,37.84375,-21.59375,-124.90625,13006,9947,Agriculture
Mac Og,3993154,0,80.9375,-24.15625,84.90625,13009,13867,Industrial
Macabi,22347842,0,109.8125,27.4375,-2.125,13011,17055,Industrial
Macabs,1077193541,0,102.75,3.59375,-14.59375,13013,16463,Agriculture
Macalites,1468872071,0,31.53125,-18.21875,0.46875,13014,14732,Agriculture
Macay,9001197,0,127,-111.09375,-59.3125,13018,4501,Industrial
Machadan,6789114,0,-158.34375,12.46875,-39.90625,13020,12464,Industrial
Machatkwa,10294144,0,56.9375,-138.875,-63.8125,13022,20013,Industrial
Machigga,9401734,0,-73.3125,57.34375,97.25,13024,4050,Industrial
Machola,779731,0,125.75,-61.375,-66.96875,13026,11872,Refinery
Macoceleuta,9852603,0,61.25,2.59375,-54.84375,13028,1161,Industrial
Macuayan,12697535,0,51.625,-101.1875,101.34375,13035,2439,High Tech
Macushi,4143330,0,-93.5625,-22.90625,-115.4375,13036,392,Terraforming
Madimo,2074223,0,-73.96875,-85.71875,56.6875,13037,5397,Industrial
Madngela,4730982482,0,82.5625,-197.3125,31.875,13039,6512,Agriculture
Madngeri,1865761683,0,-36.71875,10.9375,-93.25,13041,2214,Agriculture
Madngernobo,1782898,0,-91.1875,-5.15625,-108.625,13042,4724,Industrial
Madon,2984106,0,-38.875,-61.9375,43.375,13044,10547,Industrial
Madutja,13375374,0,-62.5,-3.96875,-163.3125,13047,4194,Industrial
Madyanitou,1847048,0,59.375,41.59375,-103.6875,13049,16166,Industrial
Madyanmana,1627341961,0,-89.1875,-6.59375,92.53125,13050,13911,Agriculture
Maevelite,1974754989,0,-71.25,-97.59375,-14.09375,13052,723,Agriculture
Mafthruthin,283546333,0,-16.8125,72.25,108.65625,13058,19130,Agriculture
Magali,1196578792,0,-76.34375,66.90625,-86.0625,13060,13523,Agriculture
Magari,7561693,0,1.46875,70.90625,137.59375,13061,1336,Industrial
Magec,544147,0,-32.875,36.15625,15.5,13062,22,Extraction
Maghri,2794081,0,64.8125,117.84375,-16.875,13065,12777,Industrial
Magn,4364363,0,101.375,-64.09375,78.21875,13066,17475,Industrial
Mahamanpa,2038030,0,-43.8125,42.0625,122.46875,13069,7184,Industrial
Mahara,255702004,0,-67.59375,116.15625,-40.75,13071,14094,Agriculture
Mahari,2385838818,0,58.78125,13.125,-80.65625,13072,18944,Agriculture
Maheon,285751846,0,129.9375,-142.5,-32.5,13079,16822,Agriculture
Maheou Ti,333884405,0,-27.65625,35.25,73.09375,13080,13076,Agriculture
Mahia,12707186,0,77.9375,-192.65625,104.75,13081,3189,Terraforming
Mahimata,4549291,0,47.65625,-42.3125,36.125,13084,18964,Industrial
Mahlanja,3672880113,0,121.15625,31.1875,-37.3125,13087,20008,Agriculture
Maia,139152,0,-81.78125,-149.4375,-343.375,21114,25341,Industrial
Maiden,53896005,0,-8,-98.28125,-51.40625,13094,4197,Industrial
Maidubii,10634164,0,-105.90625,2.71875,-49.65625,13098,9840,Industrial
Maidubrigel,218505,0,82.03125,-142.09375,51.1875,13099,411,Refinery
Maijarua,13488162,0,-13.40625,7.46875,78.46875,13101,15639,Industrial
Maik,5388741,0,-10.46875,-1.0625,101.28125,13103,8216,Industrial
Maiki,5984577,0,98.3125,-170.84375,89.5,13104,2864,Industrial
Maikoro,4969779,0,-75.8125,-19.46875,-27.84375,13105,16073,Industrial
Maikpod,12008326,0,52.375,-227.0625,88.3125,13106,740,Extraction
Maiku,23650393,0,95.03125,-81.65625,-39.40625,13107,12499,High Tech
Maipuna,5521481,0,66.6875,-68.96875,117.3125,13112,5565,Industrial
Maityan,11674936,0,85.46875,-78.46875,59.28125,13115,5767,Industrial
Maityati,1068346,0,-92.09375,40,90.0625,13116,17091,Industrial
Majhia,241417,0,-5.03125,-210.125,46.84375,13117,824,Refinery
Majhiat,21145006,0,-114.375,-39.5,-56.59375,13118,1184,Industrial
Majhwar,1135375169,0,-41.5625,-46.40625,98.78125,13120,13850,Agriculture
Makaneane,2065993489,0,51.34375,37.3125,-62.1875,13123,17902,Agriculture
Makasing Yi,3369589,0,37.28125,-59.5625,-108.53125,13124,7110,Industrial
Makau,21125240,0,-18.3125,-158.46875,133.25,13125,8945,Industrial
Maker,6741031,0,157.875,-207.625,33.84375,13126,5203,Extraction
Makulu,1524008193,0,-88.9375,56.46875,21.1875,13132,1438,Industrial
Makum,928709742,0,18.4375,33,-121.9375,13134,1677,Agriculture
Makurboda,5647319,0,80.90625,38.21875,104.53125,13135,3913,Industrial
Malaikudi,2612461,0,97.75,-41.15625,-51,13139,5566,Industrial
Malamal,3593543,0,-2.125,-121.15625,80.8125,13144,3591,Industrial
Malanges,5909040,0,22.53125,-83.59375,-154.65625,13147,17336,Industrial
Malangga,15472801,0,45.71875,-27.90625,-68.46875,13148,7986,Industrial
Malannher,21437937,0,41.625,-69.90625,-14.09375,13149,19376,Industrial
Malarhones,24829655,0,80.65625,-78.125,36.5625,13152,8669,Industrial
Malean,2385967,0,-37.90625,34.125,-96.53125,13158,2385,Industrial
Maleenens,3810887,0,-40.6875,-140.5625,37.4375,13159,8154,Industrial
Malgariji,1019274,0,80.9375,16.28125,-142.78125,13164,5803,Industrial
Mali,4260688,0,28.78125,-20.59375,148.9375,13165,18945,Industrial
Malibata,209015,0,72.1875,-54.375,83.90625,13166,2000,Refinery
Malina,423249,0,-48.1875,23,14.40625,13167,11640,Tourism
Maljang,847097045,0,-24.28125,74.8125,105.875,13171,15233,Agriculture
Maljenni,7562439,0,61.34375,38.71875,17,13173,15524,High Tech
Malloc,7546539,0,-65.1875,5.71875,59.71875,13174,4112,Industrial
Malsuman,14673181,0,106.84375,-14.09375,25.34375,13179,10465,Industrial
Mamaragan,118461,0,33.875,-49.09375,26.4375,13183,9707,Refinery
Mambaislas,13439997,0,14.96875,13.40625,102.15625,13184,18518,Industrial
Mambojas,6309187,0,-8.875,-16.09375,68.875,13186,12845,Industrial
Mamitu,142265,0,0.40625,40.625,40.84375,13187,14845,Refinery
Mammon,10000,0,-358.375,-8.75,933.53125,353247,2624901,Military
Manabush,2078739,0,-1.875,83.96875,135.375,13189,2377,Industrial
Manah,176090,0,-6.96875,-27.90625,-50.125,13190,15227,Agriculture
Manarato,3333890,0,-91.84375,64.9375,-38.5,13196,7322,Extraction
Manati,32031821,0,-33.4375,-159.0625,9.59375,13200,18647,Industrial
Manawydan,4549923,0,-60.1875,160.96875,-1.3125,13202,7989,Industrial
Manbatz,9839621,0,-13.625,-16.96875,95.5625,13204,2034,Industrial
Mandh,768800945,0,45.28125,-98.53125,-38.21875,13208,2939,Industrial
Mandhata,24460072,0,57.6875,-36.4375,143.4375,13209,10231,Industrial
Mandhrithar,14097748187,0,63.625,-31.40625,67.28125,13210,6164,Agriculture
Mandigo,4030845,0,139.5,-133.125,-55.21875,13211,729,Extraction
Mandill,253884,0,77.5625,-203.4375,-64.5625,13213,13663,Terraforming
Mandjila,1694723983,0,8,-97.5625,43.40625,13217,14532,Agriculture
Mandjindja,1941172,0,-92.78125,106.5,109.9375,13218,10574,Extraction
Mandra,6910144,0,104.96875,-117.40625,-7.46875,13220,6129,Industrial
Mandubii,1580696,0,116,-32.125,99.75,13222,4681,Industrial
Mang,3381584,0,21.6875,-10.21875,88.3125,13223,18126,Industrial
Mangiliri,7188922,0,76.71875,27.125,-139.90625,13226,18232,Industrial
Mangwe,1811973771,0,99.46875,-3.25,25.71875,13231,20026,Agriculture
Mangwutja,17467201,0,127.28125,-132.3125,-84,13232,16353,Industrial
Manhari,45047404,0,113.1875,-3.15625,-103,13233,17198,Industrial
Manianscudo,2033028680,0,62.09375,-107.40625,-24.28125,13236,9532,Agriculture
Manidone,3524943,0,-141.75,-65.15625,9.96875,13239,11787,Terraforming
Manike,7567046,0,-35.71875,7.90625,130.6875,13242,7260,Industrial
Manindini,19445484,0,34.1875,-93.71875,158.03125,13244,1792,Terraforming
Manisi,4674931,0,-148.15625,2.75,26.84375,13245,17299,Industrial
Manissyet,3118133582,0,-92.96875,-73.8125,21.53125,13246,3736,Agriculture
Manit,8029847,0,-116.25,90.90625,29.1875,13247,561,Industrial
Manite,5327370,0,-8.46875,-19.21875,166.90625,13248,7972,Industrial
Manji,9106270,0,-161.5,66.84375,25.15625,13251,8876,Industrial
Mankob,12292419,0,-84.78125,21.90625,-44.40625,13253,15537,Industrial
Manktas,1965868587,0,-104.375,71.71875,-56.03125,13254,10701,Agriculture
Mankul,240926,0,12,-120.1875,-61,13255,18300,Refinery
Mannboo,2034308296,0,32.375,21.71875,93.34375,13256,11002,Agriculture
Mannodava,4067939369,0,-44.96875,-51.46875,56.125,13258,11630,Agriculture
Mantani,16236843,0,142.59375,5.96875,-2.1875,13267,12504,Industrial
Manten,1943266,0,45.53125,16.1875,-119.75,13268,5257,Extraction
Manthe,95806,0,63.78125,-144.53125,-22.875,13270,10874,Extraction
Mantoac,2566264,0,41.75,-167.8125,119.34375,13272,8439,Industrial
Mantobices,3325692,0,147.9375,76.78125,-72.5625,13273,5630,Terraforming
Mantuate,9999498,0,58.40625,-45.1875,67.75,13274,13271,Industrial
Mantxe,2221160701,0,-3.28125,-8.375,58.75,13276,19841,Agriculture
Manukan,43954848,0,-31.5625,-74.5,156,13277,9099,Industrial
Mao,191848,0,86.21875,35.84375,-133.25,13279,13078,Terraforming
Maohimr,1745745,0,9.1875,142.8125,84.21875,13280,8835,Industrial
Maopi,5370622277,0,56,-13.71875,78.84375,13285,6832,Agriculture
Maorsi,16981565,0,17.34375,-126.6875,40.5,13287,540,High Tech
Mapocori,12427798,0,-115.5625,5.75,-91.6875,13288,6799,Industrial
Mapod,941469345,0,96.21875,-148.15625,107.15625,13289,8594,Agriculture
Mapon,3257459,0,145.6875,18.40625,-90.78125,13290,7735,Industrial
Mapor,7950209,0,-54.03125,-75.46875,142.59375,13291,15509,High Tech
Mara,7366676,0,42.0625,-96.375,57.90625,13293,13504,Industrial
Marahli,233900,0,51.28125,59.8125,-42.0625,13295,14946,Refinery
Marakhi,4301081,0,114.78125,87.375,-61.40625,13298,735,Industrial
Maramovoy,3119458,0,47.21875,-21.53125,126.3125,13299,17395,Industrial
Marana,23241411,0,39.53125,-57.875,-70.40625,13300,13419,Industrial
Marasing,3236404,0,-89.03125,31.09375,-11.15625,13304,19103,Industrial
Maraudi,25578120,0,79.1875,58.28125,58,13307,19688,Industrial
Marduk,7500000,0,-20.8125,-12.75,-43.875,13312,4690,Service
Mari,872417790,0,22.5,-12.4375,27.53125,13313,10307,Agriculture
Maria Bhuti,8374517,0,60.03125,-240.96875,41.15625,13315,12833,Extraction
Marian Nungari,7872073,0,-0.40625,-140.625,43.75,13316,5979,Industrial
Mariarna,8063777,0,33.625,33.8125,126,13318,9094,Industrial
Marici,8567903,0,28.125,-41.21875,-15.59375,13323,16508,Refinery
Maricoriang,6415371,0,-1.40625,19.96875,136.53125,13326,3807,Industrial
Maridal,27359891,0,-53.78125,-22.375,39.09375,13327,533,High Tech
Maridjabin,1315430752,0,57.78125,-2.65625,-64.3125,13328,5571,Agriculture
Maridwyn,4058074576,0,90.46875,16.40625,21.625,13329,19670,Agriculture
Mariga,3881855,0,42.34375,-174.71875,101.84375,13330,17549,Extraction
Marigo,1971167,0,85.4375,96.96875,-28.28125,13331,13944,Industrial
Marimpt,1809325,0,-49.90625,-119.625,50.90625,13334,14518,Extraction
Marindhs,1350192,0,-161.6875,-56.375,-22.875,13335,10206,Industrial
Marines,28838871,0,106.3125,-104.78125,90.25,13336,2707,Industrial
Maring,11278208,0,64.59375,-9.1875,-94.0625,13337,12547,Industrial
Mariyacoch,1546608805,0,-64.28125,-41.78125,27.9375,13344,14132,Agriculture
Marizi,6670012541,0,-34.9375,39.90625,-79.5,13346,10463,Agriculture
Markab,104999,0,-101.46875,-86.5625,1.5,13347,19956,Military
Marki,7155012230,0,81.5,-84.9375,44.28125,13349,13012,Agriculture
Maroi,14519917,0,-16.0625,2.75,-170.5,13355,2260,Terraforming
Maroine,287459240,0,107.375,6.4375,45.25,13356,10214,Terraforming
Marojini,19505730,0,-99.84375,34.46875,-9.3125,13357,1034,Industrial
Marowalan,10837820,0,8.0625,-94.78125,10.875,13358,6069,Industrial
Marra,3093885,0,173.6875,57.25,-16.4375,13359,17521,Terraforming
Marrallang,2104971578,0,86.0625,-149.3125,48.28125,13361,9215,Industrial
Marralteki,1103613754,0,-56.03125,80.1875,72.46875,13362,14644,Agriculture
Marrivits,4224771,0,69.40625,-31.5,143.65625,13364,4799,Industrial
Martio,640338,0,151.84375,-85.09375,26.25,13369,2784,Refinery
Marubal,41279206,0,59.5625,-0.78125,75.78125,13371,2229,Industrial
Marulta,26656791,0,-52.8125,-24,-131.09375,13374,1560,Industrial
Maruts,1670085,0,169.15625,31.90625,38.71875,13376,16943,Industrial
Masai,1726488,0,-138.90625,52.75,-85.75,13378,11579,Industrial
Massagetae,2545291,0,-83.65625,-23.71875,-139.8125,13382,18515,Industrial
Masses,2983225,0,-35.09375,1.96875,-126.8125,13383,2776,Industrial
Mata,3845849871,0,38.625,-0.5,16.53125,13387,19325,Agriculture
Matec,3499828,0,62.84375,-118.78125,-10.5625,13389,2394,Extraction
Matet,575000,1,25.96875,-37.15625,38.21875,43914,105442,Agriculture
Mati,8466342,0,156.90625,-137.0625,26.4375,13390,15921,Industrial
Mati Chuqui,6906658,0,14.71875,-194.6875,77.21875,13391,7643,Industrial
Matia,642812925,0,115.03125,-59.0625,20.40625,13392,17875,Agriculture
Matikuoluk,2469652751,0,25.15625,-44.9375,73.15625,13394,3246,Agriculture
Matipu,1307651,0,-12.0625,154.28125,26.25,13396,6404,Industrial
Matlehi,1663889883,0,-87.96875,-18.6875,85.8125,13398,17569,Agriculture
Matsya,4130439,0,-79.09375,-120.46875,-83.34375,13404,16605,Industrial
Matucanth,500496452,0,-72.1875,-105.875,27.78125,13406,11544,Agriculture
Matunus,6283945,0,-75.375,31.71875,-100.75,13407,7174,Industrial
Maturics,1844340,0,-4.25,-34.875,99.125,13408,1075,Industrial
Matuveani,2231752,0,-35.03125,-150.375,36.90625,13410,15748,Industrial
Matyar,154009604,0,69.25,113.0625,58.1875,13412,15364,Terraforming
Mau,386889398,0,-19.875,24.875,-119.9375,13413,16345,Agriculture
Maunggu,7308606663,0,73.875,-101.59375,0.40625,13418,7314,Agriculture
Mawa,2078333,0,-20.34375,76.5,-134.25,13421,15282,Industrial
Mawai,144626,0,-11.875,6.21875,157.0625,13422,11035,Terraforming
Mawambi,3034890,0,65.1875,41.875,3.90625,13424,11361,Industrial
Mawul,5012338,0,0.5625,-137.84375,54.96875,13428,1091,Industrial
Maya,7468197553,0,-5.375,42.65625,-58.46875,13432,9028,Agriculture
Mayala,2880431,0,-122.75,-19.0625,-23.65625,13434,8077,Industrial
Mayang,2637620755,0,27.1875,-207.875,27.21875,13435,8207,Agriculture
Mazahuanses,19896123,0,59.4375,-24.28125,17,13440,3722,High Tech
Mazahun,7324585,0,90.84375,-42.84375,25.03125,13441,2697,Industrial
Mazu,3225872250,0,-13.5625,-71.59375,-28.28125,13442,2546,Agriculture
Mbamunians,154650,0,147.03125,-5.34375,48.46875,13445,11619,Military
Mbegera,4268787,0,-13.03125,169.875,31.96875,13453,1039,Industrial
Mbegua,3339064,0,136.4375,-133.3125,86.90625,13454,5936,Extraction
Mbera,23110339,0,-125.40625,11.40625,46.4375,13457,1403,Industrial
Mbetani,4365136,0,-133.875,40.5625,88.5625,13459,2977,Terraforming
Mbokos,2643134,0,101.09375,-85.71875,-66.34375,13464,5429,Industrial
Mbukas,22108299,0,106.75,-118.625,109.28125,13469,17650,Industrial
Mbutas,1493102755,0,27.71875,-128.5,-48.96875,13475,17369,Terraforming
Mbutsi,413403,0,50.59375,15.125,-3.90625,13478,19577,Refinery
Mdi,1716033,0,-40.46875,12.28125,-128.6875,13498,646,Industrial
Mebegernir,26958244,0,50.6875,-67.1875,-12.8125,13502,7067,Industrial
Mebes,24280393,0,86.90625,-12.3125,71,13504,8116,Industrial
Mech,4104712,0,-80.78125,160.84375,-39.375,13505,4010,Industrial
Mechet,5379807,0,-21.0625,40.46875,115.6875,13511,15206,Industrial
Mechtan,3311395,0,-95.5625,-17.84375,62.21875,13513,13040,Industrial
Mechtanitou,1113189658,0,122.78125,-113.53125,37.375,13514,10412,Agriculture
Mechucos,4421724,0,67.03125,39.59375,-70.09375,13515,9617,Extraction
Medb,4722033,0,12.78125,4.8125,39.34375,13516,19138,Refinery
Medimunda,52009361,0,47.5625,-33.78125,86.625,13519,13321,Industrial
Medj He,1938472,0,-83.625,-33.4375,42.34375,13520,15587,Industrial
Medu,2927869,0,-1.6875,168.90625,61.0625,13521,1785,Industrial
Medui,4274560,0,82.9375,-222.875,21.03125,13522,7796,Extraction
Medungni,7785284,0,42.40625,-11.3125,131.59375,13523,1875,High Tech
Meduwang,2626135,0,118.9375,-64.1875,32,13525,11284,Industrial
Medzist,4719040,0,-39.03125,-121.9375,-104.6875,13528,14803,Industrial
Medzistha,1315233,0,-44.4375,-69.6875,98.875,13529,19178,Industrial
Meelov,30119973,0,8.28125,55.03125,-64.0625,13532,11746,Industrial
Meenates,5320239593,0,-78.71875,53.5625,-23.4375,13535,8739,Tourism
Meene,10893550,0,118.78125,-56.4375,-97.1875,13536,16797,Industrial
Meeneratii,114436663,0,141.34375,-9.28125,10.15625,13537,10410,Extraction
Megrez,2584798641,0,-30.09375,69.5625,-27.1875,13538,5712,Agriculture
Mehen,650689927,0,-12.78125,57.96875,122.9375,13539,10034,Agriculture
Mehet,12180148,0,33.71875,12.4375,72.5,13540,13005,High Tech
Mehime,4567958,0,43.625,-80.0625,80.75,13541,19694,Extraction
Mehimurt,16492331,0,-131.28125,99.90625,-39.875,13542,1378,Industrial
Mehit,5664596,0,24.53125,137.3125,-36.375,13544,14677,Industrial
Mehua,21263278,0,-134.71875,24.46875,-57.5625,13550,7315,Industrial
Mehudi,17532097,0,68.59375,-20.59375,-31.0625,13551,12079,Industrial
Mehuenomici,11921737,0,83.28125,-81.28125,56.78125,13553,12182,High Tech
Mehurs,650522406,0,-95.96875,-74.0625,59.84375,13554,1307,Agriculture
Meidjing,167742,0,37.84375,-93.125,-74.21875,13555,3527,Colony
Meidubi,6155760085,0,-2.21875,-8.84375,76.6875,13559,3115,Agriculture
Meinjhalara,18917385,0,-66.375,73.6875,-16.5625,13561,14138,High Tech
Mel 22 Sector GM-V c2-8,18550,0,-192.125,-194.96875,-471.65625,9979032,7517561,High Tech
Meldrith,20845577,0,25.21875,68.75,40.46875,13567,19034,Industrial
Meliae,6848860,0,-17.3125,49.53125,-1.6875,13569,1062,Industrial
Melinoe,2103427,0,-89.375,-38.65625,55.0625,13573,13385,Refinery
Meliontit,13064279,0,67.34375,-136.625,-2.84375,13574,1113,High Tech
Men Shen,109171,0,35.125,9.53125,67.03125,13577,5423,Refinery
Mendego,8775513,0,-102.9375,59.5,56.03125,13582,17600,Refinery
Mendindui,3816266,0,98.875,14.71875,-25.0625,13583,15632,Industrial
Meneratunu,4155804,0,-124.28125,-82.34375,-88.25,13584,16261,Industrial
Meng Mu,208255,0,-44.40625,-3.46875,141.71875,13588,14007,Refinery
Menguru,28726755,0,72.3125,-73.40625,103.46875,13589,11521,Industrial
Menhitae,252019,0,-80.5625,78.9375,-141.625,13590,10932,Military
Mentesuri,16677413,0,117.53125,18.03125,-96.4375,13593,19435,Terraforming
Mentiens,22304977,0,-32.28125,21.9375,81.65625,13595,5947,Industrial
Mentor,3126145281,0,-27.65625,-3.5,-85.53125,13597,1068,Agriculture
Menusha,6558790756,0,127.53125,-106.28125,61.78125,13600,18903,Industrial
Menutes,7290164,0,-104.34375,82.4375,100.40625,13601,2354,Industrial
Merak,248981,0,-23.40625,65.53125,-38.9375,13602,3151,Military
Mereboga,3606655,0,-55.8125,100.03125,9.09375,13604,515,Industrial
Meretseger,394980771,0,36.15625,-24.65625,-120.5625,13607,17455,Agriculture
Merki,8017134,0,-81.625,50.625,-19.28125,13609,9827,Industrial
Merope,861901,0,-78.59375,-149.625,-340.53125,21120,25355,Industrial
Meropis,329930,0,56.90625,-133.59375,56.34375,13610,422,Military
Merungas,2755101,0,4.46875,97.5625,98.0625,13613,10117,Extraction
Meskhenga,7313471,0,-53.28125,-8.09375,110.5,13614,1648,Industrial
Meskhent,22021474,0,165.4375,-164.96875,-5.25,13615,1862,Industrial
Messi,2635296,0,-64.375,156.15625,-19.71875,13617,3617,Terraforming
Meticuli,30660420,0,-77.09375,1.28125,37.15625,13619,15322,Industrial
Metzili,6096037112,0,-7.65625,-46.8125,-56.65625,13620,10647,Agriculture
